bbmap stats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_method_depth,Reads Used,Reads Used (bases),Mapping Time (s),Reads/sec,kBases/sec,Mated pairs (pct pairs),Mated pairs (num pairs),Mated pairs (pct bases),Mated pairs (num bases),Bad pairs (pct pairs),Bad pairs (num pairs),Bad pairs (pct bases),Bad pairs (num bases),insert size avg,Read 1 mapped (pct reads),Read 1 mapped (num reads),Read 1 mapped (pct bases),Read 1 mapped (num bases),Read 1 unambiguous (pct reads),Read 1 unambiguous (num reads),Read 1 unambiguous (pct bases),Read 1 unambiguous (num bases),Read 1 ambiguous (pct reads),Read 1 ambiguous (num reads),Read 1 ambiguous (pct bases),Read 1 ambiguous (num bases),Read 1 low-Q discards (pct reads),Read 1 low-Q discards (num reads),Read 1 low-Q discards (pct bases),Read 1 low-Q discards (num bases),Read 1 perfect best site (pct reads),Read 1 perfect best site (num reads),Read 1 perfect best site (pct bases),Read 1 perfect best site (num bases),Read 1 semiperfect site (pct reads),Read 1 semiperfect site (num reads),Read 1 semiperfect site (pct bases),Read 1 semiperfect site (num bases),Read 1 rescued (pct reads),Read 1 rescued (num reads),Read 1 Match Rate (pct bases),Read 1 Match Rate (num bases),Read 1 Error Rate (pct reads),Read 1 Error Rate (num reads),Read 1 Error Rate (pct bases),Read 1 Error Rate (num bases),Read 1 Sub Rate (pct reads),Read 1 Sub Rate (num reads),Read 1 Sub Rate (pct bases),Read 1 Sub Rate (num bases),Read 1 Del Rate (pct reads),Read 1 Del Rate (num reads),Read 1 Del Rate (pct bases),Read 1 Del Rate (num bases),Read 1 Ins Rate (pct reads),Read 1 Ins Rate (num reads),Read 1 Ins Rate (pct bases),Read 1 Ins Rate (num bases),Read 1 N Rate (pct reads),Read 1 N Rate (num reads),Read 1 N Rate (pct bases),Read 1 N Rate (num bases),Read 2 mapped (pct reads),Read 2 mapped (num reads),Read 2 mapped (pct bases),Read 2 mapped (num bases),Read 2 unambiguous (pct reads),Read 2 unambiguous (num reads),Read 2 unambiguous (pct bases),Read 2 unambiguous (num bases),Read 2 ambiguous (pct reads),Read 2 ambiguous (num reads),Read 2 ambiguous (pct bases),Read 2 ambiguous (num bases),Read 2 low-Q discards (pct reads),Read 2 low-Q discards (num reads),Read 2 low-Q discards (pct bases),Read 2 low-Q discards (num bases),Read 2 perfect best site (pct reads),Read 2 perfect best site (num reads),Read 2 perfect best site (pct bases),Read 2 perfect best site (num bases),Read 2 semiperfect site (pct reads),Read 2 semiperfect site (num reads),Read 2 semiperfect site (pct bases),Read 2 semiperfect site (num bases),Read 2 rescued (pct reads),Read 2 rescued (num reads),Read 2 Match Rate (pct bases),Read 2 Match Rate (num bases),Read 2 Error Rate (pct reads),Read 2 Error Rate (num reads),Read 2 Error Rate (pct bases),Read 2 Error Rate (num bases),Read 2 Sub Rate (pct reads),Read 2 Sub Rate (num reads),Read 2 Sub Rate (pct bases),Read 2 Sub Rate (num bases),Read 2 Del Rate (pct reads),Read 2 Del Rate (num reads),Read 2 Del Rate (pct bases),Read 2 Del Rate (num bases),Read 2 Ins Rate (pct reads),Read 2 Ins Rate (num reads),Read 2 Ins Rate (pct bases),Read 2 Ins Rate (num bases),Read 2 N Rate (pct reads),Read 2 N Rate (num reads),Read 2 N Rate (pct bases),Read 2 N Rate (num bases),sample,method,depth
UT-UPHL-240207709838_seqkit_50,9834,1351802,2.783,3533.84,485.77,99.7559,4905,99.6565,1347158,0.0407,2,0.0447,604,183.41,99.939,4914,99.933,674570,99.939,4914,99.933,674570,0,0,0,0,0,0,0,0,64.8159,3187,64.26,433769,64.8159,3187,64.26,433769,0.7932,39,99.1856,670966,35.1241,1726,0.8127,5498,33.5572,1649,0.5135,3474,3.7037,182,0.2816,1905,0.4274,21,0.0176,119,0.1018,5,0.0016,11,99.817,4908,99.7992,675421,99.817,4908,99.7992,675421,0,0,0,0,0,0,0,0,63.0872,3102,62.3203,421771,63.0872,3102,62.3203,421771,1.4643,72,99.1196,671320,36.7971,1806,0.88,5960,35.4931,1742,0.5825,3945,3.4434,169,0.2749,1862,0.6112,30,0.0226,153,0.0204,1,0.0004,3,UT-UPHL-240207709838,seqkit,50
UT-UPHL-240207709838_seqkit_100,19684,2710686,3.12,6308.87,868.8,99.7663,9819,99.6692,2701720,0.0203,2,0.0223,604,182.78,99.939,9836,99.9351,1352902,99.939,9836,99.9351,1352902,0,0,0,0,0,0,0,0,64.3772,6336,63.7216,862650,64.3772,6336,63.7216,862650,0.5792,57,99.2049,1345703,35.5531,3497,0.794,10771,34.0179,3346,0.5123,6949,3.6702,361,0.2644,3586,0.427,42,0.0174,236,0.0813,8,0.001,14,99.8171,9824,99.8015,1354213,99.8171,9824,99.8015,1354213,0,0,0,0,0,0,0,0,62.3959,6141,61.5443,835098,62.3959,6141,61.5443,835098,0.9754,96,97.1308,1346247,37.4796,3682,2.8677,39747,36.0851,3545,0.5537,7674,3.5322,347,2.2944,31801,0.5497,54,0.0196,272,0.0305,3,0.0014,20,UT-UPHL-240207709838,seqkit,100
UT-UPHL-240207709838_seqkit_200,29516,4059618,3.185,9266.77,1274.55,99.7764,14725,99.6788,4046580,0.0203,3,0.0223,904,181.46,99.9458,14750,99.9419,2026433,99.9458,14750,99.9419,2026433,0,0,0,0,0,0,0,0,63.945,9437,63.3612,1284719,63.945,9437,63.3612,1284719,0.5963,88,99.1928,2015433,35.9593,5304,0.8061,16379,34.3729,5070,0.516,10484,3.6203,534,0.2658,5400,0.5288,78,0.0244,495,0.1017,15,0.001,21,99.8238,14732,99.808,2028106,99.8238,14732,99.808,2028106,0,0,0,0,0,0,0,0,61.6818,9103,60.8619,1236719,61.6818,9103,60.8619,1236719,0.6844,101,96.6829,2015851,38.1958,5627,3.316,69139,36.7296,5411,0.5652,11784,3.5637,525,2.7293,56907,0.5838,86,0.0215,448,0.0339,5,0.0011,23,UT-UPHL-240207709838,seqkit,200
UT-UPHL-240207709838_seqkit_300,39336,5407712,4.164,9446.98,1298.72,99.7915,19627,99.6919,5391052,0.0203,4,0.0223,1206,181.03,99.9492,19658,99.9452,2699506,99.9492,19658,99.9452,2699506,0,0,0,0,0,0,0,0,63.7991,12548,63.2208,1707585,63.7991,12548,63.2208,1707585,0.5288,104,98.4331,2685031,36.1125,7099,1.566,42717,34.4796,6778,0.5077,13850,3.5711,702,1.0362,28266,0.5036,99,0.022,601,0.0916,18,0.0009,24,99.8373,19636,99.8224,2701920,99.8373,19636,99.8224,2701920,0,0,0,0,0,0,0,0,61.9585,12186,61.185,1656111,61.9585,12186,61.185,1656111,0.5847,115,96.9748,2685881,37.9303,7448,3.0244,83766,36.428,7153,0.5554,15382,3.514,690,2.4461,67750,0.5958,117,0.0229,634,0.0255,5,0.0008,23,UT-UPHL-240207709838,seqkit,300
UT-UPHL-240207709838_seqkit_400,58812,8090351,5.176,11361.5,1562.92,99.8062,29349,99.7072,8066666,0.017,5,0.0186,1508,180.87,99.949,29391,99.9463,4038782,99.949,29391,99.9463,4038782,0,0,0,0,0,0,0,0,63.4632,18662,62.8506,2539762,63.4632,18662,62.8506,2539762,0.4795,141,97.9882,4016825,36.4465,10712,2.0109,82431,34.8406,10240,0.5123,20999,3.5895,1055,1.4762,60513,0.5138,151,0.0224,919,0.0919,27,0.001,39,99.8436,29360,99.8297,4042501,99.8436,29360,99.8297,4042501,0,0,0,0,0,0,0,0,61.7629,18162,60.9775,2469221,61.7629,18162,60.9775,2469221,0.5747,169,97.215,4018321,38.1301,11195,2.7844,115091,36.5838,10741,0.5609,23183,3.5763,1050,2.2,90935,0.5926,174,0.0235,973,0.0204,6,0.0006,24,UT-UPHL-240207709838,seqkit,400
UT-UPHL-240207709838_seqkit_500,97848,13463390,5.764,16976.68,2335.91,99.8099,48831,99.7134,13424800,0.0164,8,0.0179,2412,180.91,99.953,48901,99.9528,6721654,99.953,48901,99.9528,6721654,0,0,0,0,0,0,0,0,63.4126,31024,62.823,4224741,63.4126,31024,62.823,4224741,0.4149,203,97.1187,6685063,36.5044,17851,2.8805,198275,34.897,17065,0.5074,34923,3.6359,1778,2.3498,161743,0.5031,246,0.0234,1609,0.0798,39,0.0009,59,99.8447,48848,99.8334,6727332,99.8447,48848,99.8334,6727332,0,0,0,0,0,0,0,0,61.6242,30149,60.842,4099877,61.6242,30149,60.842,4099877,0.4865,238,97.0641,6687102,38.2718,18695,2.9354,202231,36.7057,17930,0.5598,38566,3.6521,1784,2.3519,162034,0.5671,277,0.0237,1631,0.0184,9,0.0005,33,UT-UPHL-240207709838,seqkit,500
UT-UPHL-240207709838_seqkit_1000,195984,26956665,8.036,24387.56,3354.39,99.8081,97804,99.7116,26878932,0.0133,13,0.0145,3918,181.19,99.949,97942,99.9501,13458069,99.949,97942,99.9501,13458069,0,0,0,0,0,0,0,0,63.3337,62062,62.7261,8445943,63.3337,62062,62.7261,8445943,0.4276,419,97.365,13384655,36.591,35838,2.6341,362110,34.9727,34253,0.5078,69800,3.6879,3612,2.1009,288814,0.5268,516,0.0254,3496,0.0694,68,0.0009,118,99.8367,97832,99.8266,13468482,99.8367,97832,99.8266,13468482,0,0,0,0,0,0,0,0,61.5346,60299,60.729,8193483,61.5346,60299,60.729,8193483,0.4674,458,97.3994,13387802,38.3576,37526,2.6,357379,36.761,35964,0.5613,77157,3.7207,3640,2.0136,276778,0.5673,555,0.0251,3444,0.0174,17,0.0006,79,UT-UPHL-240207709838,seqkit,1000
UT-UPHL-240207709838_seqkit_5000,982488,135073047,31.85,30847.45,4240.93,99.8168,490344,99.7182,134692346,0.0142,70,0.0156,21072,181,99.9554,491025,99.9565,67439560,99.9552,491024,99.9564,67439443,0.0002,1,0.0002,117,0,0,0,0,63.2278,310603,62.5998,42235413,63.2278,310603,62.5998,42235413,0.4157,2042,97.5817,67073068,36.6983,180198,2.4175,1661663,35.0471,172090,0.5066,348198,3.731,18320,1.8851,1295723,0.5273,2589,0.0258,17742,0.0723,355,0.0008,552,99.8441,490478,99.8341,67491999,99.8439,490477,99.8339,67491882,0.0002,1,0.0002,117,0,0,0,0,61.419,301717,60.6001,40968198,61.419,301717,60.6001,40968198,0.4202,2064,97.5736,67086356,38.477,188721,2.426,1667978,36.8644,180812,0.5637,387581,3.7278,18284,1.8364,1262588,0.548,2688,0.0259,17809,0.0175,86,0.0004,253,UT-UPHL-240207709838,seqkit,5000
UT-UPHL-240207709838_seqkit_10000,1965412,270231160,62.599,31396.74,4316.84,99.8166,980904,99.7178,269468550,0.0121,119,0.0132,35714,181,99.9541,982255,99.9553,134919554,99.954,982254,99.9552,134919437,0.0001,1,0.0001,117,0,0,0,0,63.1826,620899,62.5514,84431805,63.1826,620899,62.5514,84431805,0.4062,3992,97.8218,134186251,36.7442,360922,2.1775,2986972,35.0913,344686,0.508,696863,3.7162,36503,1.6437,2254665,0.5239,5146,0.0258,35444,0.0695,683,0.0007,996,99.8433,981166,99.8332,135025594,99.8432,981165,99.8331,135025477,0.0001,1,0.0001,117,0,0,0,0,61.3749,603135,60.5513,81896361,61.3749,603135,60.5513,81896361,0.3998,3929,97.7442,134213602,38.5208,377953,2.2555,3097108,36.8986,362037,0.5647,775453,3.7272,36570,1.6645,2285537,0.5461,5358,0.0263,36118,0.0169,166,0.0003,421,UT-UPHL-240207709838,seqkit,10000
UT-UPHL-240207726835_bbnorm_10,5990,829785,1.747,3428.72,474.97,72.6878,2177,73.2517,607832,0,0,0,0,190.13,73.4891,2201,74.1749,307326,73.4891,2201,74.1749,307326,0,0,0,0,0,0,0,0,25.6427,768,25.9602,107560,25.6427,768,25.9602,107560,1.2688,38,70.561,300242,65.1068,1433,29.4378,125260,64.0618,1410,1.6331,6949,3.5438,78,27.7742,118181,0.6815,15,0.0306,130,0.1817,4,0.0012,5,72.9549,2185,73.575,305674,72.9215,2184,73.5654,305634,0.0334,1,0.0096,40,0,0,0,0,38.4975,1153,38.2671,158984,38.4975,1153,38.2671,158984,1.7028,51,71.4274,302748,47.2311,1032,28.5716,121102,45.9497,1004,0.658,2789,3.7529,82,27.8822,118180,0.595,13,0.0314,133,0.0458,1,0.0009,4,UT-UPHL-240207726835,bbnorm,10
UT-UPHL-240207726835_bbnorm_30,17354,2390748,3.041,5705.77,786.05,82.3326,7144,82.8185,1979982,0.0115,1,0.0125,300,188.55,83.3583,7233,83.9976,1002670,83.3583,7233,83.9976,1002670,0,0,0,0,0,0,0,0,27.5095,2387,27.7169,330854,27.5095,2387,27.7169,330854,0.8067,70,73.763,979483,66.9847,4845,26.2319,348328,66.2104,4789,1.7236,22887,3.2213,233,24.4908,325208,0.636,46,0.0175,233,0.3595,26,0.005,67,82.5055,7159,83.023,993834,82.5055,7159,83.023,993834,0,0,0,0,0,0,0,0,43.2753,3755,42.7645,511916,43.2753,3755,42.7645,511916,1.0948,95,74.4388,985202,47.5346,3403,25.5574,338254,46.5009,3329,0.6186,8187,3.2686,234,24.909,329672,0.6006,43,0.0298,395,0.0838,6,0.0038,50,UT-UPHL-240207726835,bbnorm,30
UT-UPHL-240207726835_bbnorm_50,30368,4208047,4.198,7233.63,1002.35,87.6317,13306,88.0127,3703614,0.0395,6,0.043,1808,192.92,88.613,13455,89.1319,1872723,88.613,13455,89.1319,1872723,0,0,0,0,0,0,0,0,27.3973,4160,27.7423,582886,27.3973,4160,27.7423,582886,0.8101,123,71.7217,1826511,69.0598,9292,28.2743,720052,68.168,9172,1.7865,45497,3.6195,487,26.4637,673941,0.8324,112,0.0241,614,0.3196,43,0.004,101,87.77,13327,88.2037,1858432,87.77,13327,88.2037,1858432,0,0,0,0,0,0,0,0,45.0803,6845,44.4965,937531,45.0803,6845,44.4965,937531,1.1459,174,70.9283,1841751,48.6156,6479,29.068,754792,47.4,6317,0.6153,15978,3.6017,480,28.4293,738206,0.7504,100,0.0234,608,0.0975,13,0.0037,95,UT-UPHL-240207726835,bbnorm,50
UT-UPHL-240207726835_bbnorm_100,65598,9145521,4.978,13178.88,1837.37,92.5333,30350,92.6781,8475894,0.0213,7,0.023,2102,193.32,93.3535,30619,93.6382,4276048,93.3535,30619,93.6382,4276048,0,0,0,0,0,0,0,0,26.885,8818,26.9882,1232432,26.885,8818,26.9882,1232432,0.7256,238,78.3496,4160343,71.1944,21799,21.6458,1149384,70.3779,21549,2.154,114378,3.4684,1062,19.4714,1033924,0.6173,189,0.0204,1082,0.3266,100,0.0046,245,92.64,30385,92.8709,4252518,92.64,30385,92.8709,4252518,0,0,0,0,0,0,0,0,45.8215,15029,44.9372,2057653,45.8215,15029,44.9372,2057653,0.8598,282,80.3439,4212009,50.5249,15352,19.6519,1030244,49.3171,14985,0.7466,39142,3.6005,1094,18.8834,989955,0.6385,194,0.0219,1147,0.0757,23,0.0042,220,UT-UPHL-240207726835,bbnorm,100
UT-UPHL-240207726835_bbnorm_200,124064,17390773,8.3,14947.6,2095.29,94.8768,58854,94.9236,16507950,0.021,13,0.0225,3912,193.92,95.6555,59337,95.8338,8321652,95.6555,59337,95.8338,8321652,0,0,0,0,0,0,0,0,29.6428,18388,29.6365,2573461,29.6428,18388,29.6365,2573461,0.6142,381,83.9869,8109254,68.9941,40939,16.0092,1545752,68.2424,40493,2.1751,210016,3.5071,2081,13.8134,1333733,0.5915,351,0.0207,2003,0.3303,196,0.0039,379,94.9655,58909,95.0935,8280132,94.9655,58909,95.0935,8280132,0,0,0,0,0,0,0,0,47.2708,29323,46.3255,4033721,47.2708,29323,46.3255,4033721,0.7851,487,85.0561,8202059,50.213,29580,14.9407,1440753,49.0655,28904,0.7838,75578,3.5512,2092,14.1343,1362986,0.5653,333,0.0227,2189,0.0611,36,0.0032,306,UT-UPHL-240207726835,bbnorm,200
UT-UPHL-240207726835_bbnorm_300,172786,24288276,10.338,16713.68,2349.42,95.7091,82686,95.7339,23252102,0.0336,29,0.036,8734,194.51,96.3979,83281,96.5489,11709179,96.3979,83281,96.5489,11709179,0,0,0,0,0,0,0,0,32.0917,27725,32.0358,3885209,32.0917,27725,32.0358,3885209,0.6251,540,85.1764,11434917,66.6743,55527,14.818,1989315,65.9046,54886,2.0153,270554,3.4137,2843,12.7807,1715808,0.5451,454,0.022,2953,0.3278,273,0.0056,755,95.8087,82772,95.9163,11663963,95.8087,82772,95.9163,11663963,0,0,0,0,0,0,0,0,48.6602,42039,47.7668,5808717,48.6602,42039,47.7668,5808717,0.7211,623,86.4764,11557679,49.2026,40726,13.5192,1806858,48.0187,39746,0.768,102640,3.5483,2937,12.7284,1701161,0.5376,445,0.0229,3057,0.064,53,0.0044,587,UT-UPHL-240207726835,bbnorm,300
UT-UPHL-240207726835_bbnorm_400,217602,30592220,10.881,19998.03,2811.48,96.1655,104629,96.1738,29421696,0.0257,28,0.0273,8356,194.86,96.785,105303,96.917,14804874,96.785,105303,96.917,14804874,0,0,0,0,0,0,0,0,34.0971,37098,33.9502,5186168,34.0971,37098,33.9502,5186168,0.5744,625,84.8002,14486625,64.7436,68177,15.195,2595802,63.9061,67295,1.8375,313904,3.3798,3559,13.3369,2278378,0.5271,555,0.0206,3520,0.2801,295,0.0048,825,96.2629,104735,96.3567,14758373,96.2629,104735,96.3567,14758373,0,0,0,0,0,0,0,0,49.9637,54361,49.0881,7518525,49.9637,54361,49.0881,7518525,0.6599,718,85.3931,14631257,48.0852,50362,14.6026,2502015,46.9012,49122,0.7171,122874,3.443,3606,13.865,2375629,0.5251,550,0.0205,3512,0.0659,69,0.0043,730,UT-UPHL-240207726835,bbnorm,400
UT-UPHL-240207726835_bbnorm_500,260896,36729379,12.481,20903.74,2942.86,96.5519,125950,96.5442,35460092,0.0253,33,0.0271,9942,195.3,97.1192,126690,97.2352,17833825,97.1192,126690,97.2352,17833825,0,0,0,0,0,0,0,0,35.8066,46709,35.6001,6529377,35.8066,46709,35.6001,6529377,0.5841,762,86.2344,17477515,63.1013,79943,13.7611,2789025,62.2756,78897,1.7333,351302,3.2994,4180,12.0075,2433619,0.5139,651,0.0202,4104,0.2636,334,0.0045,904,96.6377,126062,96.7186,17785065,96.6377,126062,96.7186,17785065,0,0,0,0,0,0,0,0,51.1016,66661,50.2438,9239063,51.1016,66661,50.2438,9239063,0.6232,813,86.8088,17638019,47.1125,59391,13.1873,2679431,45.9274,57897,0.6995,142135,3.369,4247,12.4674,2533165,0.5124,646,0.0203,4131,0.0563,71,0.0038,780,UT-UPHL-240207726835,bbnorm,500
UT-UPHL-240207726835_bbnorm_1000,464874,65663142,19.322,24059.19,3398.34,97.6316,226932,97.5805,64074422,0.0198,46,0.0211,13852,196.37,98.1358,228104,98.2064,32202694,98.1354,228103,98.206,32202577,0.0004,1,0.0004,117,0,0,0,0,40.7211,94651,40.3499,13231060,40.7211,94651,40.3499,13231060,0.5111,1188,90.2262,31702315,58.4746,133383,9.7702,3432894,57.5935,131373,1.4007,492164,3.1174,7111,8.3497,2933783,0.4559,1040,0.0198,6947,0.2284,521,0.0036,1268,97.7009,227093,97.7422,32130093,97.7005,227092,97.7418,32129976,0.0004,1,0.0004,117,0,0,0,0,53.7673,124975,52.9744,17413911,53.7673,124975,52.9744,17413911,0.5369,1248,91.204,31897603,44.9591,102099,8.7934,3075395,43.8155,99502,0.643,224885,3.1432,7138,8.1312,2843799,0.439,997,0.0192,6711,0.041,93,0.0026,894,UT-UPHL-240207726835,bbnorm,1000
UT-UPHL-240207726835_bbnorm_5000,2117798,300662936,63.621,33287.6,4725.83,99.2673,1051140,99.1692,298164902,0.0263,279,0.0279,83784,197.4,99.5728,1054375,99.5911,149541424,99.5728,1054375,99.5911,149541424,0,0,0,0,0,0,0,0,48.1249,509594,47.5219,71356717,48.1249,509594,47.5219,71356717,0.3971,4205,95.7164,148233145,51.6334,544410,4.2824,6632057,50.6767,534322,0.8257,1278738,2.7677,29182,3.4388,5325610,0.3721,3923,0.0179,27709,0.126,1328,0.0012,1832,99.3145,1051640,99.3168,149479222,99.3145,1051640,99.3168,149479222,0,0,0,0,0,0,0,0,58.4306,618721,57.7667,86943175,58.4306,618721,57.7667,86943175,0.3705,3923,96.1712,148668390,41.1616,432872,3.8284,5918211,40.0177,420842,0.5065,782956,2.7966,29410,3.3043,5108049,0.3579,3764,0.0176,27206,0.0124,130,0.0004,670,UT-UPHL-240207726835,bbnorm,5000
UT-UPHL-240207726835_bbnorm_10000,5766910,821356127,156.132,36936.11,5260.65,99.6278,2872724,99.52,817413570,0.021,605,0.0221,181898,197.1,99.8319,2878609,99.8391,409546752,99.8319,2878608,99.8391,409546635,0,1,0,117,0,0,0,0,48.9725,1412100,48.347,198322643,48.9725,1412100,48.347,198322643,0.3994,11517,96.2482,406592244,50.9053,1465364,3.7506,15843904,49.735,1431675,0.6841,2890055,3.173,91337,3.0524,12894524,0.3101,8928,0.014,59325,0.1112,3201,0.0012,5128,99.6631,2873742,99.6603,409752571,99.6631,2873741,99.6602,409752454,0,1,0,117,0,0,0,0,58.5578,1688488,57.9499,238260531,58.5578,1688488,57.9499,238260531,0.3697,10661,96.4698,407721133,41.2411,1185162,3.5296,14917542,39.8902,1146342,0.467,1973731,3.1809,91412,3.0496,12888686,0.2961,8510,0.013,55125,0.0111,319,0.0006,2582,UT-UPHL-240207726835,bbnorm,10000
UT-UPHL-240207726835_raw_all,53380492,7610699090,1527.224,34952.62,4983.35,99.8643,26654021,99.7543,7591996968,0.0156,4172,0.0165,1253052,195.74,99.9585,26679176,99.96,3799585039,99.9585,26679175,99.9599,3799584922,0,1,0,117,0,0,0,0,48.1033,12838894,47.4435,1803377211,48.1033,12838894,47.4435,1803377211,0.4282,114293,97.1177,3773890017,51.7809,13814707,2.8805,111932226,50.4596,13462195,0.6523,25348621,3.6471,973016,2.221,86306084,0.2376,63402,0.0071,277521,0.2332,62207,0.0018,68880,99.8924,26661537,99.8898,3805394363,99.8924,26661534,99.8898,3805393944,0,3,0,419,0,0,0,0,57.7651,15417660,57.1938,2178850293,57.7651,15417660,57.1938,2178850293,0.3934,105000,97.2924,3787057654,42.1653,11241927,2.7073,105381165,40.6274,10831878,0.4637,18049372,3.6587,975468,2.2365,87055556,0.2304,61418,0.0071,276237,0.0163,4356,0.0003,11100,UT-UPHL-240207726835,raw,all
UT-UPHL-240207726835_seqkit_10,1952,280315,1.016,1920.82,275.84,100,976,99.8848,279992,0,0,0,0,196.66,100,976,100,139996,100,976,100,139996,0,0,0,0,0,0,0,0,43.9549,429,43.5527,60972,43.9549,429,43.5527,60972,1.9467,19,99.0575,138950,55.9426,546,0.9403,1319,54.918,536,0.7407,1039,3.0738,30,0.1968,276,0.3074,3,0.0029,4,0.3074,3,0.0021,3,100,976,100,140319,100,976,100,140319,0,0,0,0,0,0,0,0,54.4057,531,54.0419,75831,54.4057,531,54.0419,75831,1.4344,14,88.8645,139583,45.5943,445,11.1355,17491,44.3648,433,0.4667,733,3.5861,35,10.6669,16755,0.2049,2,0.0019,3,0,0,0,0,UT-UPHL-240207726835,seqkit,10
UT-UPHL-240207726835_seqkit_30,5876,836098,2.158,2723.05,387.46,99.8639,2934,99.7445,833962,0,0,0,0,193.4,99.966,2937,99.9638,417409,99.966,2937,99.9638,417409,0,0,0,0,0,0,0,0,46.256,1359,45.7328,190962,46.256,1359,45.7328,190962,1.4636,43,99.0397,414392,53.6261,1575,0.9589,4012,52.6047,1545,0.7105,2973,3.3027,97,0.2392,1001,0.3405,10,0.0091,38,0.2043,6,0.0014,6,99.8639,2934,99.8557,417934,99.8639,2934,99.8557,417934,0,0,0,0,0,0,0,0,56.0245,1646,55.6282,232825,56.0245,1646,55.6282,232825,1.4636,43,95.4824,415676,43.8991,1288,4.5174,19666,42.7062,1253,0.4906,2136,3.3061,97,3.9989,17409,0.3408,10,0.0278,121,0.0341,1,0.0002,1,UT-UPHL-240207726835,seqkit,30
UT-UPHL-240207726835_seqkit_50,9788,1396692,2.389,4096.94,584.61,99.857,4887,99.7388,1393044,0.0409,2,0.0432,604,194.86,99.9796,4893,99.9784,697358,99.9796,4893,99.9784,697358,0,0,0,0,0,0,0,0,46.5059,2276,45.9247,320329,46.5059,2276,45.9247,320329,1.226,60,94.7707,692318,53.3824,2612,5.2271,38185,52.1766,2553,0.6731,4917,3.4539,169,4.5394,33161,0.3679,18,0.0146,107,0.2452,12,0.0022,16,99.8978,4889,99.892,698428,99.8978,4889,99.892,698428,0,0,0,0,0,0,0,0,56.3139,2756,55.8254,390322,56.3139,2756,55.8254,390322,1.3486,66,96.965,694847,43.6286,2133,3.0349,21748,42.2581,2066,0.4824,3457,3.3136,162,2.5353,18168,0.2454,12,0.0172,123,0.0205,1,0.0001,1,UT-UPHL-240207726835,seqkit,50
UT-UPHL-240207726835_seqkit_100,19420,2771358,2.908,6677.73,952.95,99.8043,9691,99.6939,2762874,0.0206,2,0.0218,604,195.59,99.9279,9703,99.9316,1383130,99.9279,9703,99.9316,1383130,0,0,0,0,0,0,0,0,46.8383,4548,46.301,640842,46.8383,4548,46.301,640842,0.9578,93,96.8266,1373237,53.0145,5144,3.1711,44974,51.7263,5019,0.6823,9677,3.6484,354,2.4758,35113,0.3195,31,0.013,184,0.2783,27,0.0023,32,99.8455,9695,99.8447,1385126,99.8455,9695,99.8447,1385126,0,0,0,0,0,0,0,0,56.1483,5452,55.638,771855,56.1483,5452,55.638,771855,0.8136,79,98.0579,1378044,43.7545,4242,1.9418,27289,42.2486,4096,0.4841,6803,3.6514,354,1.4382,20211,0.2888,28,0.0196,275,0.0309,3,0.0003,4,UT-UPHL-240207726835,seqkit,100
UT-UPHL-240207726835_seqkit_200,29062,4143666,4.079,7124.99,1015.88,99.8073,14503,99.6995,4131214,0.0138,2,0.0146,604,195.33,99.9243,14520,99.9328,2067938,99.9243,14520,99.9328,2067938,0,0,0,0,0,0,0,0,47.4778,6899,46.918,970888,47.4778,6899,46.918,970888,0.7088,103,96.1826,2053510,52.3416,7600,3.815,81451,50.9435,7397,0.6645,14187,3.7328,542,3.1416,67073,0.2686,39,0.0089,191,0.2824,41,0.0023,50,99.8417,14508,99.84,2071020,99.8417,14508,99.84,2071020,0,0,0,0,0,0,0,0,56.7889,8252,56.2688,1167205,56.7889,8252,56.2688,1167205,0.6813,99,97.1956,2060635,43.1141,6255,2.8042,59451,41.5288,6025,0.4754,10079,3.5911,521,2.3145,49070,0.2275,33,0.0142,302,0.0207,3,0.0002,4,UT-UPHL-240207726835,seqkit,200
UT-UPHL-240207726835_seqkit_300,38970,5554060,4.01,9718.34,1385.07,99.8306,19452,99.7214,5538586,0.0257,5,0.0272,1508,195.51,99.9384,19473,99.9452,2772226,99.9384,19473,99.9452,2772226,0,0,0,0,0,0,0,0,47.5648,9268,46.9146,1301290,47.5648,9268,46.9146,1301290,0.6005,117,96.0592,2753030,52.2672,10178,3.9386,112880,50.8037,9893,0.659,18886,3.7385,728,3.271,93747,0.267,52,0.0086,247,0.2773,54,0.0022,63,99.8717,19460,99.8706,2776717,99.8717,19460,99.8706,2776717,0,0,0,0,0,0,0,0,56.9156,11090,56.3594,1566968,56.9156,11090,56.3594,1566968,0.6415,125,96.8646,2762892,43.0062,8369,3.1353,89428,41.4337,8063,0.4717,13454,3.5766,696,2.6507,75607,0.2364,46,0.0129,367,0.0154,3,0.0001,4,UT-UPHL-240207726835,seqkit,300
