Analysis,Bam File,Sample,Method,Depth,SARS-CoV-2_1,SARS-CoV-2_2,SARS-CoV-2_3,SARS-CoV-2_4,SARS-CoV-2_5,SARS-CoV-2_6,SARS-CoV-2_7,SARS-CoV-2_8,SARS-CoV-2_9,SARS-CoV-2_10,SARS-CoV-2_11,SARS-CoV-2_12,SARS-CoV-2_13,SARS-CoV-2_14,SARS-CoV-2_15,SARS-CoV-2_16,SARS-CoV-2_17,SARS-CoV-2_18,SARS-CoV-2_19,SARS-CoV-2_20,SARS-CoV-2_21,SARS-CoV-2_22,SARS-CoV-2_23,SARS-CoV-2_24,SARS-CoV-2_25,SARS-CoV-2_26,SARS-CoV-2_27,SARS-CoV-2_28,SARS-CoV-2_29,SARS-CoV-2_30,SARS-CoV-2_31,SARS-CoV-2_32,SARS-CoV-2_33,SARS-CoV-2_34,SARS-CoV-2_35,SARS-CoV-2_36,SARS-CoV-2_37,SARS-CoV-2_38,SARS-CoV-2_39,SARS-CoV-2_40,SARS-CoV-2_41,SARS-CoV-2_42,SARS-CoV-2_43,SARS-CoV-2_44,SARS-CoV-2_45,SARS-CoV-2_46,SARS-CoV-2_47,SARS-CoV-2_48,SARS-CoV-2_49,SARS-CoV-2_50,SARS-CoV-2_51,SARS-CoV-2_52,SARS-CoV-2_53,SARS-CoV-2_54,SARS-CoV-2_55,SARS-CoV-2_56,SARS-CoV-2_57,SARS-CoV-2_58,SARS-CoV-2_59,SARS-CoV-2_60,SARS-CoV-2_61,SARS-CoV-2_62,SARS-CoV-2_63,SARS-CoV-2_64,SARS-CoV-2_65,SARS-CoV-2_66,SARS-CoV-2_67,SARS-CoV-2_68,SARS-CoV-2_69,SARS-CoV-2_70,SARS-CoV-2_71,SARS-CoV-2_72,SARS-CoV-2_73,SARS-CoV-2_74,SARS-CoV-2_75,SARS-CoV-2_76,SARS-CoV-2_77,SARS-CoV-2_78,SARS-CoV-2_79,SARS-CoV-2_80,SARS-CoV-2_81,SARS-CoV-2_82,SARS-CoV-2_83,SARS-CoV-2_84,SARS-CoV-2_85,SARS-CoV-2_86,SARS-CoV-2_87,SARS-CoV-2_88,SARS-CoV-2_89,SARS-CoV-2_90,SARS-CoV-2_91,SARS-CoV-2_92,SARS-CoV-2_93,SARS-CoV-2_94,SARS-CoV-2_95,SARS-CoV-2_96
FPCOV-1,UT-UPHL-250328004618_raw_all_trimmed.sorted,UT-UPHL-250328004618,raw,all,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
FPCOV-1,UT-UPHL-250328004618_seqkit_10000_trimmed.sorted,UT-UPHL-250328004618,seqkit,10000,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
FPCOV-1,UT-UPHL-250328004618_seqkit_1000_trimmed.sorted,UT-UPHL-250328004618,seqkit,1000,100,100,100,100,100,100,99.72,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.09,100,100,100,98.37,100,95.65,100,100,100,100,100,100
FPCOV-1,UT-UPHL-250328004618_seqkit_100_trimmed.sorted,UT-UPHL-250328004618,seqkit,100,100,94.71,99.16,96.22,48.67,99.71,99.15,100,100,98.86,100,99.42,100,100,100,100,100,100,100,100,100,98.23,100,94.67,100,100,100,93.02,100,100,100,99.42,100,100,100,100,100,88.72,96.56,100,98.85,100,99.72,96.87,99.43,100,97.92,100,100,98.57,100,94.01,85.8,100,100,100,100,96.19,99.71,100,100,99.44,100,100,100,94.71,95.31,100,96.5,99.69,100,100,94.48,100,100,98.29,100,99.15,100,96.53,100,100,100,95.64,100,96.73,97,94.55,98.03,95.11,97.41,100,99.44,91.42,100,100
FPCOV-1,UT-UPHL-250328004618_seqkit_10_trimmed.sorted,UT-UPHL-250328004618,seqkit,10,86.76,88.24,87.64,38.95,0,43.39,41.08,44.29,98.81,95.74,43.06,44.15,100,96.84,90,100,51.8,88.7,31.14,84.98,100,44.84,93.31,42.9,85.42,92.01,99.44,61.63,91.3,89.53,80.75,87.5,42.26,93.55,100,89.85,88.25,40.65,76.79,95.58,98.85,86.13,76.54,81.77,89.2,92.33,71.22,88.79,81.18,83.67,93.22,93.73,39.94,97.75,100,100,94.02,43.99,82.86,89.71,88.7,85.11,100,100,83.29,38.82,90.91,81.02,91.55,43.57,95.92,86.24,81.4,34.88,100,92,95.99,47.61,0,31.21,94.2,87.65,95.6,91.28,100,80.38,85.01,83.65,89.33,80.16,91.09,75.43,97.18,82.57,88.98,46.74
FPCOV-1,UT-UPHL-250328004618_seqkit_200_trimmed.sorted,UT-UPHL-250328004618,seqkit,200,100,100,99.16,96.22,92.04,99.71,99.15,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95.86,100,100,100,100,100,100,100,100,100,100,100,100,100,93.47,98.85,100,98.85,100,99.72,96.87,100,100,100,100,100,100,100,97.82,87.28,100,100,100,100,100,99.71,100,100,100,100,100,100,94.71,100,100,96.5,100,100,100,100,100,100,98.29,100,99.72,100,100,100,100,100,97,100,96.73,97,94.55,100,95.11,97.41,100,99.44,95.17,100,100
FPCOV-1,UT-UPHL-250328004618_seqkit_300_trimmed.sorted,UT-UPHL-250328004618,seqkit,300,100,100,100,100,92.04,99.71,99.15,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.42,100,100,100,100,100,96.14,98.85,100,100,100,99.72,96.87,100,100,100,100,100,100,100,97.82,100,100,100,100,100,100,99.71,100,100,100,100,100,100,94.71,100,100,97.67,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,97,100,96.73,97,96.46,100,95.11,97.7,100,100,95.17,100,100
FPCOV-1,UT-UPHL-250328004618_seqkit_30_trimmed.sorted,UT-UPHL-250328004618,seqkit,30,100,88.24,94.66,45.93,44.54,88.79,93.48,67.14,100,95.74,84.68,86.84,100,100,100,100,100,94.49,89.22,94.29,100,97.94,100,76.04,98.81,100,99.44,69.48,98.84,92.73,100,95.93,94.05,96.77,100,100,100,40.65,82.81,100,98.85,95.66,98.6,82.91,99.43,100,90.8,90.56,97.65,85.96,100,93.73,73.08,100,100,100,100,92.38,93.43,93.71,100,88.2,100,100,97.45,77.65,92.08,95.75,91.55,87.15,100,99.39,81.4,93.02,100,92,100,99.15,0,96.53,100,91.18,100,95.64,100,94.82,96.19,92.64,98.03,83.42,95.69,92.2,99.44,87.67,99.15,100
FPCOV-1,UT-UPHL-250328004618_seqkit_400_trimmed.sorted,UT-UPHL-250328004618,seqkit,400,100,100,100,100,96.46,99.71,99.15,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.85,100,100,100,99.72,98.58,100,100,100,100,100,100,100,97.82,100,100,100,100,100,100,99.71,100,100,100,100,100,100,98.24,100,100,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,97,100,96.73,97.28,96.46,100,95.65,99.14,100,100,100,100,100
FPCOV-1,UT-UPHL-250328004618_seqkit_5000_trimmed.sorted,UT-UPHL-250328004618,seqkit,5000,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
FPCOV-1,UT-UPHL-250328004618_seqkit_500_trimmed.sorted,UT-UPHL-250328004618,seqkit,500,100,100,100,100,100,99.71,99.43,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.72,98.58,100,100,100,100,100,100,100,97.82,100,100,100,100,100,100,99.71,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,97,100,96.73,97.82,98.37,100,95.65,100,100,100,100,100,100
FPCOV-1,UT-UPHL-250328004618_seqkit_50_trimmed.sorted,UT-UPHL-250328004618,seqkit,50,100,92.35,95.22,92.73,46.61,94.83,96.03,84.57,100,95.74,84.68,95.03,100,100,100,100,100,100,97.6,94.29,100,97.94,100,76.04,100,100,100,84.3,99.42,99.13,100,99.42,94.05,100,100,100,100,85.46,96.56,100,98.85,95.66,99.72,87.18,99.43,100,97.92,96.76,99.12,85.96,100,93.73,73.08,100,100,100,100,93.26,93.43,93.71,100,97.47,100,100,100,77.65,92.08,98.58,91.55,99.69,100,99.39,83.43,97.09,100,94.57,100,99.15,50.43,96.53,100,100,100,95.64,100,96.73,96.19,92.64,98.03,88.86,95.69,100,99.44,90.08,99.15,100
FPCOV-1,UT-UPHL-250328021468_bbnorm_10000_trimmed.sorted,UT-UPHL-250328021468,bbnorm,10000,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,98.09,100,100,100,97.55,100,100,100,100,100,95.71,100,100
FPCOV-1,UT-UPHL-250328021468_bbnorm_1000_trimmed.sorted,UT-UPHL-250328021468,bbnorm,1000,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,98.09,100,100,97.28,97.55,100,100,100,100,100,95.71,100,100
FPCOV-1,UT-UPHL-250328021468_bbnorm_100_trimmed.sorted,UT-UPHL-250328021468,bbnorm,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.88,98.58,100,100,100,100,100,100,100,95.64,100,99.16,100,100,100,100,100,100,100,99.72,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,95.91,100,94.01,94.55,97.28,99.16,95.65,100,100,100,95.71,100,100
FPCOV-1,UT-UPHL-250328021468_bbnorm_10_trimmed.sorted,UT-UPHL-250328021468,bbnorm,10,99.71,99.12,96.35,99.13,99.12,92.24,96.03,96,97.92,99.72,89.88,100,100,92.24,89.71,93.67,91.92,93.62,100,92.49,92.28,84.96,93.6,96.45,94.94,84.91,95.21,94.19,99.42,97.97,94.83,96.51,94.94,100,96.17,100,90.96,87.24,96.28,100,93.41,95.95,97.21,92.59,94.6,100,84.57,100,95.29,89.97,95.28,83.11,94.08,99.16,100,89.05,93.73,100,91.43,93.71,98.31,93.54,100,100,99.43,76.18,95.31,87.25,74.05,100,100,100,100,100,100,96.29,96.3,96.34,91.88,98.27,100,98.53,98.53,91.28,86.55,80.93,86.38,80.38,91.29,87.5,89.94,99.13,94.08,84.18,94.35,95.75
FPCOV-1,UT-UPHL-250328021468_bbnorm_200_trimmed.sorted,UT-UPHL-250328021468,bbnorm,200,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.88,100,100,100,100,100,100,100,100,97.28,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,97,100,95.91,97.82,94.82,100,95.65,100,100,100,95.71,100,100
FPCOV-1,UT-UPHL-250328021468_bbnorm_300_trimmed.sorted,UT-UPHL-250328021468,bbnorm,300,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,100,100,100,97.28,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,97,100,95.91,95.64,97.55,99.72,95.65,100,100,100,95.71,100,100
FPCOV-1,UT-UPHL-250328021468_bbnorm_30_trimmed.sorted,UT-UPHL-250328021468,bbnorm,30,100,100,97.75,99.13,100,98.28,95.75,99.43,100,99.72,100,100,100,100,98,100,100,99.13,97.9,98.2,99.07,100,100,100,97.02,100,100,100,100,99.13,100,96.22,97.62,100,100,100,100,100,99.14,100,100,96.82,94.41,96.87,100,100,100,100,100,98.57,100,92.92,100,99.16,98.82,99.14,89.74,100,96.57,100,97.46,98.88,100,100,100,97.94,100,98.02,100,100,100,100,100,100,100,100,100,99.72,100,100,98.84,100,100,95.91,100,95.1,96.73,89.65,94.38,94.02,97.99,100,100,88.74,99.15,100
FPCOV-1,UT-UPHL-250328021468_bbnorm_400_trimmed.sorted,UT-UPHL-250328021468,bbnorm,400,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,97,100,95.91,97.82,97.55,100,95.65,100,100,100,95.71,100,100
FPCOV-1,UT-UPHL-250328021468_bbnorm_5000_trimmed.sorted,UT-UPHL-250328021468,bbnorm,5000,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,98.09,100,100,100,97.55,100,100,100,100,100,95.71,100,100
FPCOV-1,UT-UPHL-250328021468_bbnorm_500_trimmed.sorted,UT-UPHL-250328021468,bbnorm,500,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,100,100,100,97.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,98.09,100,96.73,97.28,97.55,100,95.65,100,100,100,95.71,100,100
FPCOV-1,UT-UPHL-250328021468_bbnorm_50_trimmed.sorted,UT-UPHL-250328021468,bbnorm,50,100,100,98.03,100,100,100,100,100,100,98.01,100,100,100,98.28,98,100,100,100,100,100,100,100,100,100,100,100,100,97.97,100,100,100,100,100,100,99.41,100,100,100,100,100,100,100,98.88,96.87,98.86,100,100,100,100,100,100,95.64,100,100,100,99.14,100,99.41,97.43,100,98.31,99.72,100,100,100,100,100,99.43,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,99.41,95.91,100,92.37,95.1,91.83,99.16,95.65,98.56,100,100,93.03,98.87,100
FPCOV-1,UT-UPHL-250328021468_raw_all_trimmed.sorted,UT-UPHL-250328021468,raw,all,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,98.09,100,100,100,97.55,100,100,100,100,100,95.71,100,100
FPCOV-1,UT-UPHL-250328021468_seqkit_10000_trimmed.sorted,UT-UPHL-250328021468,seqkit,10000,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,98.09,100,100,100,97.55,100,100,100,100,100,95.71,100,100
FPCOV-1,UT-UPHL-250328021468_seqkit_1000_trimmed.sorted,UT-UPHL-250328021468,seqkit,1000,100,100,100,100,99.71,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.63,100,100,100,100,100,100,100,100,100,100,100,100,100,99.7,100,100,100,100,99.72,98.58,100,100,100,100,100,100,100,97.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,97,100,96.73,97.28,96.19,100,100,100,100,100,94.37,100,100
FPCOV-1,UT-UPHL-250328021468_seqkit_100_trimmed.sorted,UT-UPHL-250328021468,seqkit,100,100,48.53,97.75,87.79,94.4,98.28,99.15,100,100,91.76,97.69,99.12,100,100,100,100,100,99.13,100,100,100,95.58,100,55.92,97.32,100,100,95.93,100,100,100,100,94.94,100,100,100,100,99.11,100,100,93.41,100,96.37,96.87,98.86,100,100,100,100,100,100,95.91,92.9,100,100,100,100,89.44,98.29,100,100,97.47,100,100,100,90.59,100,99.72,90.09,89.66,100,100,100,87.79,100,100,100,98.31,90.14,100,100,95.59,100,93.19,100,95.91,95.64,88.83,98.03,88.86,100,100,100,88.47,99.15,100
FPCOV-1,UT-UPHL-250328021468_seqkit_10_trimmed.sorted,UT-UPHL-250328021468,seqkit,10,96.76,0,90.45,0,88.79,41.38,91.22,24.29,93.45,0,43.64,77.19,98.14,92.82,93.71,85.84,45.21,78.26,100,86.19,100,79.06,100,0,79.17,89.64,100,43.6,86.67,40.41,88.22,97.09,40.77,93.84,100,91.94,99.1,0,100,100,0,0,95.81,36.18,88.35,94.17,0,38.05,90.29,92.55,95.28,87.74,0,98.88,98.52,92.22,96.01,0,37.71,95.14,99.15,91.01,100,100,96.6,0,95.31,93.48,25.66,0,100,91.74,100,0,88.6,96.86,85.8,72.68,0,47.98,96.81,40,100,41.14,88.89,37.6,87.74,0,83.99,0,89.37,92.2,94.65,83.38,94.63,52.41
FPCOV-1,UT-UPHL-250328021468_seqkit_200_trimmed.sorted,UT-UPHL-250328021468,seqkit,200,100,93.53,99.16,95.35,94.4,98.28,100,100,100,91.76,100,99.12,100,100,100,100,100,100,100,100,100,100,100,55.92,100,100,100,97.97,100,100,100,100,96.13,100,100,100,100,99.11,100,100,93.41,100,98.32,98.58,98.86,100,100,100,100,100,100,95.91,92.9,100,100,100,100,100,98.29,100,100,97.47,100,100,100,95.59,100,100,100,94.67,100,100,100,87.79,100,100,100,98.31,90.14,100,100,97.94,100,93.19,100,95.91,95.64,92.64,98.03,89.4,100,100,100,91.42,100,100
FPCOV-1,UT-UPHL-250328021468_seqkit_300_trimmed.sorted,UT-UPHL-250328021468,seqkit,300,100,93.53,99.16,95.35,94.4,98.28,100,100,100,91.76,100,99.12,100,100,100,100,100,100,100,100,100,100,100,71.3,100,100,100,100,100,100,100,100,100,100,100,100,100,99.11,100,100,96.28,100,98.32,98.58,100,100,100,100,100,100,100,95.91,96.75,100,100,100,100,100,99.43,100,100,97.47,100,100,100,95.59,100,100,100,94.67,100,100,100,94.48,100,100,100,99.72,90.14,100,100,97.94,100,94.28,100,95.91,95.64,92.64,98.03,89.4,100,100,100,91.42,100,100
FPCOV-1,UT-UPHL-250328021468_seqkit_30_trimmed.sorted,UT-UPHL-250328021468,seqkit,30,100,0,96.91,80.23,94.4,89.94,99.15,86.57,99.11,0,97.11,87.43,100,100,100,100,48.5,88.99,100,90.69,100,84.66,100,32.54,82.44,100,100,93.6,97.39,40.41,100,99.13,75.3,98.24,100,100,100,75.37,100,100,45.56,91.04,95.81,90.6,98.58,100,91.39,81.42,95.59,92.55,98.23,95.91,0,99.16,100,99.71,100,41.94,98.29,100,100,97.47,100,100,99.43,44.41,95.31,98.3,53.06,40.75,100,92.97,100,34.88,100,96.86,96.91,80,82.9,97.69,97.39,45.88,100,79.02,100,91.55,94.28,72.75,94.94,82.07,89.37,96.82,97.18,88.47,95.2,100
FPCOV-1,UT-UPHL-250328021468_seqkit_400_trimmed.sorted,UT-UPHL-250328021468,seqkit,400,100,93.53,100,100,96.76,98.28,100,100,100,95.45,100,100,100,100,100,100,100,100,100,100,100,100,100,71.3,100,100,100,100,100,100,100,100,100,100,100,100,100,99.11,100,100,96.28,100,98.88,98.58,100,100,100,100,100,100,100,97.28,100,100,100,100,100,100,99.43,100,100,100,100,100,100,99.71,100,100,100,99.69,100,100,100,97.97,100,100,100,99.72,90.14,100,100,97.94,100,94.28,100,95.91,97.28,92.64,100,94.57,100,100,100,91.42,100,100
FPCOV-1,UT-UPHL-250328021468_seqkit_5000_trimmed.sorted,UT-UPHL-250328021468,seqkit,5000,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,98.09,100,100,100,97.55,100,100,100,100,100,95.71,100,100
FPCOV-1,UT-UPHL-250328021468_seqkit_500_trimmed.sorted,UT-UPHL-250328021468,seqkit,500,100,93.53,100,100,96.76,100,100,100,100,96.31,100,100,100,100,100,100,100,100,100,100,100,100,100,96.15,100,100,100,100,100,100,100,100,100,100,100,100,100,99.41,100,100,100,100,99.72,98.58,100,100,100,100,100,100,100,97.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.69,100,100,100,97.97,100,100,100,99.72,96.23,100,100,97.94,100,97,100,95.91,97.28,94.28,100,100,100,100,100,91.42,100,100
FPCOV-1,UT-UPHL-250328021468_seqkit_50_trimmed.sorted,UT-UPHL-250328021468,seqkit,50,100,0,96.91,80.23,94.4,98.28,99.15,93.71,99.4,29.26,97.69,99.12,100,100,100,100,88.92,95.94,100,100,100,92.04,100,33.14,91.37,100,100,95.93,97.68,100,100,100,94.94,98.24,100,100,100,76.26,100,100,88.54,96.82,95.81,90.6,98.58,100,100,100,95.59,92.84,100,95.91,0,100,100,99.71,100,41.94,98.29,100,100,97.47,100,100,100,90.59,97.95,99.72,85.71,40.75,100,100,100,70.64,100,100,100,96.62,90.14,97.69,97.39,83.82,100,85.56,100,94.55,95.1,85.29,98.03,82.07,93.97,100,97.18,88.47,99.15,100
FPCOV-1,UT-UPHL-250328073349_bbnorm_10000_trimmed.sorted,UT-UPHL-250328073349,bbnorm,10000,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
FPCOV-1,UT-UPHL-250328073349_bbnorm_1000_trimmed.sorted,UT-UPHL-250328073349,bbnorm,1000,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.28,100,98.09,100,100,100,100,100,100,100,100
FPCOV-1,UT-UPHL-250328073349_bbnorm_100_trimmed.sorted,UT-UPHL-250328073349,bbnorm,100,100,100,100,100,100,100,100,100,100,98.01,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.26,100,100,100,100,100,100,100,100,100,100,96.65,96.87,100,100,100,100,100,100,100,95.91,100,99.72,100,100,100,100,100,100,100,98.6,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97,100,95.37,100,94.55,100,93.75,100,100,99.15,100,100,100
FPCOV-1,UT-UPHL-250328073349_bbnorm_10_trimmed.sorted,UT-UPHL-250328073349,bbnorm,10,98.53,96.76,99.44,98.84,96.76,94.54,87.82,96.86,87.8,90.62,97.69,88.89,84.78,97.13,98.29,100,88.62,95.07,51.5,100,92.9,99.41,100,100,100,84.62,100,95.93,98.84,95.93,97.99,94.19,100,92.96,97.35,100,100,89.02,71.63,100,100,89.6,44.13,76.92,100,100,100,90.56,100,90.26,76.7,85.83,93.79,94.1,85.21,94.24,92.59,95.6,95.71,92,98.31,88.48,100,99.71,97.73,98.24,94.43,92.92,94.17,100,90.96,96.94,86.92,89.24,91.23,92.57,100,95.77,95.07,100,82.9,100,100,94.01,98.54,95.91,87.74,83.92,92.13,86.14,93.97,100,96.9,88.74,93.22,100
FPCOV-1,UT-UPHL-250328073349_bbnorm_200_trimmed.sorted,UT-UPHL-250328073349,bbnorm,200,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.13,100,100,100,100,100,100,100,100,100,100,96.65,100,100,100,100,100,100,100,100,96.19,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97,100,95.91,97.28,94.55,100,95.65,100,100,100,100,100,100
FPCOV-1,UT-UPHL-250328073349_bbnorm_300_trimmed.sorted,UT-UPHL-250328073349,bbnorm,300,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.19,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97,100,100,100,96.19,100,100,100,100,100,100,100,100
FPCOV-1,UT-UPHL-250328073349_bbnorm_30_trimmed.sorted,UT-UPHL-250328073349,bbnorm,30,100,100,96.07,100,99.71,95.98,99.15,100,100,99.72,100,100,100,100,100,100,100,97.1,97.9,100,100,100,100,100,100,100,99.44,95.93,100,100,100,97.97,100,100,100,100,100,100,100,100,100,93.35,94.69,98.01,100,100,100,92.33,97.94,95.7,100,93.73,100,99.16,100,99.14,100,100,99.71,95.71,100,98.6,100,100,100,100,100,93.48,99.13,100,98.54,100,100,100,93.27,97.43,100,99.72,96.81,99.71,99.71,97.94,100,98.09,99.12,85.83,95.1,90.46,95.22,87.5,100,100,96.34,89.28,100,100
FPCOV-1,UT-UPHL-250328073349_bbnorm_400_trimmed.sorted,UT-UPHL-250328073349,bbnorm,400,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97,100,96.46,100,97.55,100,97.83,100,100,100,100,100,100
